codice_istat;anno;abitanti
020072;2019;5522
020072;2020;5481
041006;2019;569
041006;2020;551
018016;2019;1421
018016;2020;1362
004025;2019;12488
004025;2020;12417
017020;2019;5329
017020;2020;5393
098005;2019;2422
098005;2020;2438
048004;2019;18042
048004;2020;17950
006020;2019;1382
006020;2020;1363
018018;2019;952
018018;2020;934
003025;2019;5122
003025;2020;5175
037007;2019;3272
037007;2020;3265
034006;2019;6867
034006;2020;6816
025074;2020;13515
022022;2019;6971
022022;2020;6993
057008;2019;941
057008;2020;940
028107;2019;7001
028107;2020;6970
002017;2019;2239
002017;2020;2206
020071;2019;14510
020071;2020;14479
020073;2019;1983
020073;2020;1928
001030;2019;3631
001030;2020;3596
020006;2019;734
003023;2019;2011
003023;2020;1992
004024;2019;384
004024;2020;377
003024;2019;21306
003024;2020;21280
008010;2019;830
008010;2020;826
001031;2019;782
001031;2020;790
103078;2019;304
103078;2020;300
001032;2019;2197
001032;2020;2197
033006;2019;7925
033006;2020;7980
006019;2019;546
006019;2020;557
018017;2019;409
018017;2020;409
028013;2019;8856
028013;2020;8903
057007;2019;4382
057007;2020;4340
017021;2019;9149
017021;2020;9164
002016;2019;12606
002016;2020;12498
009014;2019;359
009014;2020;357
014009;2019;4191
014009;2020;4160
018019;2019;2697
018019;2020;2652
017022;2019;2580
017022;2020;2640
095016;2019;161
095016;2020;153
091011;2019;2087
091011;2020;2053
069007;2019;332
069007;2020;322
096006;2019;872
096006;2020;885
026004;2019;5904
026004;2020;5896
091012;2019;1306
091012;2020;1280
090014;2019;752
090014;2020;743
090015;2019;279
090015;2020;270
010005;2019;2008
010005;2020;1934
095079;2019;7823
095079;2020;7770
029007;2019;1465
029007;2020;1440
023010;2019;1393
023010;2020;1378
023011;2019;3543
023011;2020;3531
006021;2019;2356
006021;2020;2306
001033;2019;3106
001033;2020;3095
063008;2019;27412
063008;2020;27205
063009;2019;10103
063009;2020;10051
004026;2019;178
004026;2020;174
006022;2019;1176
006022;2020;1152
097009;2019;3404
097009;2020;3384
018020;2019;615
018020;2020;623
016033;2019;985
016033;2020;998
004027;2019;630
004027;2020;628
079012;2019;5136
079012;2020;5109
075009;2019;2699
075009;2020;2675
016034;2019;5113
016034;2020;5061
017023;2019;10757
017023;2020;10737
090016;2019;673
090016;2020;664
080011;2019;417
080011;2020;406
080013;2019;4153
080013;2020;4186
080012;2019;8788
080012;2020;8771
017024;2019;2126
017024;2020;2093
004028;2019;9782
004028;2020;9686
017025;2019;7493
017025;2020;7512
060014;2019;8482
060014;2020;8457
071007;2019;3182
071007;2020;3121
108010;2019;16857
108010;2020;16947
028014;2019;3467
028014;2020;3497
023012;2019;16032
023012;2020;16043
006023;2019;331
006023;2020;326
020007;2019;4064
020007;2020;4066
004029;2019;29506
004029;2020;29592
016035;2019;689
016035;2020;706
058013;2019;19022
058013;2020;18890
065016;2019;5435
065016;2020;5418
021009;2019;661
021009;2020;663
018021;2019;558
018021;2020;534
080014;2019;3478
080014;2020;3408
017026;2019;1678
017026;2020;1689
001034;2019;8581
001034;2020;8638
016036;2019;715
016036;2020;699
017027;2019;688
017027;2020;684
012017;2019;3180
012017;2020;3168
026005;2019;7809
026005;2020;7698
012018;2019;867
012018;2020;850
024014;2019;8634
024014;2020;8580
013028;2019;6467
013028;2020;6510
016037;2019;8540
016037;2020;8504
016038;2019;7805
016038;2020;7894
098006;2019;2683
098006;2020;2700
018022;2019;745
018022;2020;731
024015;2019;6613
024015;2020;6597
013029;2019;2160
013029;2020;2188
021010;2019;2220
021010;2020;2244
017028;2019;4790
017028;2020;4792
012019;2019;1692
012019;2020;1718
023013;2019;1357
023013;2020;1334
022025;2019;4016
022025;2020;4026
023014;2019;2438
023014;2020;2460
035006;2019;5632
035006;2020;5656
017029;2019;196134
017029;2020;196340
022026;2019;256
022026;2020;257
018023;2019;3447
018023;2020;3477
021011;2019;22396
021011;2020;22591
024016;2019;3177
024016;2020;3197
015032;2019;26336
015032;2020;26376
022027;2019;736
022027;2020;739
012020;2019;1171
012020;2020;1200
004030;2019;307
004030;2020;299
102003;2019;4238
102003;2020;4189
001035;2019;4629
001035;2020;4593
013030;2019;325
013030;2020;327
076013;2019;3970
076013;2020;3928
004031;2019;40
004031;2020;42
003026;2019;2811
003026;2020;2797
016040;2019;5971
016040;2020;6055
006024;2019;448
006024;2020;430
074001;2019;85397
074001;2020;84465
076014;2019;858
076014;2020;850
012021;2019;811
012021;2020;798
003027;2019;1141
003027;2020;1116
017030;2019;708
017030;2020;726
108011;2019;6064
108011;2020;6066
039004;2019;7431
039004;2020;7303
012022;2019;1198
012022;2020;1206
007011;2019;963
007011;2020;948
068004;2019;270
068004;2020;265
097010;2019;4565
097010;2020;4503
060015;2019;2710
060015;2020;2725
024017;2019;3983
024017;2020;4009
102004;2019;784
102004;2020;692
083007;2019;5763
083007;2020;5786
004032;2019;280
004032;2020;277
018024;2019;9418
018024;2020;9421
087009;2019;18664
087009;2020;18523
021012;2019;2809
021012;2020;2799
004033;2019;1065
004033;2020;1031
001036;2019;393
001036;2020;401
103013;2019;712
103013;2020;736
001037;2019;433
001037;2020;440
108012;2019;34708
108012;2020;34908
028015;2019;7128
028015;2020;7063
011007;2019;1287
011007;2020;1293
093007;2019;9252
093007;2020;9266
001038;2019;8648
001038;2020;8578
016041;2019;114
016041;2020;113
013032;2019;1684
013032;2020;1658
012023;2019;948
012023;2020;936
021013;2019;16806
021013;2020;16891
005010;2019;309
005010;2020;310
016042;2019;5615
016042;2020;5583
001039;2019;1503
001039;2020;1482
063010;2019;16242
063010;2020;16084
012024;2019;1179
012024;2020;1151
096007;2019;2006
096007;2020;2021
007012;2019;915
007012;2020;883
001040;2019;1526
001040;2020;1510
080015;2019;1092
080015;2020;1101
015035;2019;2362
015035;2020;2409
005011;2019;829
005011;2020;812
089003;2019;1895
089003;2020;1867
069008;2019;5083
069008;2020;5064
062010;2019;2093
062010;2020;2072
015036;2019;26921
015036;2020;26817
065017;2019;4830
065017;2020;4770
051005;2019;9982
051005;2020;9877
090017;2019;3799
090017;2020;3744
093008;2019;2538
093008;2020;2547
090091;2019;5156
090091;2020;5191
037008;2019;18197
037008;2020;18248
111006;2019;1045
111006;2020;1039
047003;2019;8838
047003;2020;8857
014010;2019;2008
014010;2020;1986
066012;2019;1082
066012;2020;1069
012025;2019;3094
012025;2020;3096
030013;2019;6461
030013;2020;6440
097011;2019;2913
097011;2020;2893
013034;2019;4031
013034;2020;4013
090018;2019;897
090018;2020;863
090019;2019;492
090019;2020;480
065018;2019;2506
065018;2020;2491
062011;2019;1656
062011;2020;1630
052003;2019;3117
052003;2020;3097
078020;2019;2191
078020;2020;2155
108013;2019;4232
108013;2020;4260
111007;2019;2763
111007;2020;2753
084005;2019;2616
084005;2020;2597
090020;2019;899
090020;2020;882
001041;2019;1345
001041;2020;1355
001042;2019;1139
001042;2020;1126
002021;2019;860
002021;2020;845
095017;2019;1258
095017;2020;1245
010006;2019;5406
010006;2020;5361
001043;2019;1621
001043;2020;1623
004034;2019;10082
004034;2020;10114
015038;2019;4643
015038;2020;4597
089004;2019;1003
089004;2020;993
081002;2019;2863
081002;2020;2799
108051;2019;6708
108051;2020;6729
015040;2019;8410
015040;2020;8391
034007;2019;6885
034007;2020;6851
068005;2019;2450
068005;2020;2421
070005;2019;1210
070005;2020;1185
023015;2019;20321
023015;2020;20463
001044;2019;5922
001044;2020;5806
012026;2019;83549
012026;2020;83679
015041;2019;13865
015041;2020;13863
085003;2019;4447
085003;2020;4364
050002;2019;5599
050002;2020;5598
023016;2019;6951
023016;2020;6950
001045;2019;6417
001045;2020;6346
005012;2019;2541
005012;2020;2531
030014;2019;3988
030014;2020;3961
019008;2019;387
006025;2019;503
006025;2020;483
013035;2019;7425
013035;2020;7450
095018;2019;9146
095018;2020;9043
082014;2019;8077
082014;2020;7989
101002;2019;1596
101002;2020;1594
012027;2019;2119
012027;2020;2143
035008;2019;10624
035008;2020;10688
033007;2019;6010
033007;2020;5976
022029;2019;676
022029;2020;684
028016;2019;16231
028016;2020;16128
013036;2019;7922
013036;2020;7953
012028;2019;1825
012143;2020;2623
026006;2019;7936
026006;2020;7903
001046;2019;3391
001046;2020;3358
065019;2019;2662
065019;2020;2654
041007;2019;8425
041007;2020;8376
092009;2019;151504
092009;2020;151005
013037;2019;482
013037;2020;491
066013;2019;1248
066013;2020;1230
071008;2019;6953
071008;2020;6877
013038;2019;2092
022030;2019;327
022030;2020;329
061008;2019;1882
061008;2020;1831
061009;2019;5427
061009;2020;5340
021014;2019;400
021014;2020;392
017031;2019;2101
017031;2020;2109
014011;2019;1087
014011;2020;1083
064013;2019;300
064013;2020;298
012029;2019;7672
012029;2020;7663
009015;2019;12887
009015;2020;12729
063011;2019;37425
063011;2020;37226
064014;2019;2304
064014;2020;2297
025008;2019;1956
025008;2020;1919
005013;2019;1719
005013;2020;1678
084006;2019;1279
084006;2020;1257
090021;2019;4057
090021;2020;3987
080016;2019;857
080016;2020;809
103014;2019;611
103014;2020;594
086005;2019;4304
086005;2020;4228
066014;2019;134
066014;2020;133
111008;2019;2864
111008;2020;2819
087010;2019;5043
087010;2020;5137
081003;2019;6471
081003;2020;6376
056010;2019;899
056010;2020;892
022032;2019;1371
022032;2020;1364
050003;2019;6325
050003;2020;6281
077004;2019;713
077004;2020;686
050004;2019;12587
050004;2020;12652
016043;2019;5890
016043;2020;5958
017032;2019;12908
017032;2020;13049
016044;2019;5336
016044;2020;5323
097012;2019;5421
097012;2020;5427
021015;2019;8061
021015;2020;8048
043006;2019;1695
043006;2020;1705
037009;2019;13293
037009;2020;13336
022033;2019;1107
022033;2020;1108
023017;2019;7819
023017;2020;7864
024018;2019;11248
024018;2020;11262
022034;2019;3834
022034;2020;3866
033008;2019;2415
033008;2020;2407
048005;2019;18063
048005;2020;18122
034008;2019;2115
034008;2020;2108
011008;2019;1084
011008;2020;1086
009016;2019;1696
009016;2020;1722
075010;2019;6862
075010;2020;6849
064015;2019;4483
064015;2020;4435
009017;2019;1451
009017;2020;1437
096008;2019;135
096008;2020;142
005014;2019;1286
005014;2020;1288
022035;2019;1963
022035;2020;1996
097013;2019;13745
097013;2020;13709
078021;2019;1328
078021;2020;1307
005015;2019;1235
005015;2020;1210
078022;2019;1184
078022;2020;1172
084007;2019;3477
084007;2020;3406
087011;2019;36655
087011;2020;36151
085004;2019;61252
085004;2020;60294
082015;2019;3845
082015;2020;3746
003030;2019;2480
003030;2020;2470
029008;2019;704
029008;2020;684
024019;2019;2506
024019;2020;2490
016046;2019;8255
016046;2020;8260
001047;2019;7473
001047;2020;7411
017033;2019;3500
017033;2020;3528
065020;2019;1461
065020;2020;1440
019009;2019;1187
019009;2020;1164
076015;2019;1869
076015;2020;1832
024020;2019;1323
024020;2020;1332
016047;2019;4271
016047;2020;4295
076016;2019;372
076016;2020;364
062012;2019;2606
062012;2020;2581
055008;2019;1760
055008;2020;1740
061010;2019;5643
061010;2020;5577
018025;2019;109
018025;2020;106
015042;2019;1214
015042;2020;1205
017034;2019;8473
017034;2020;8452
063012;2019;12429
063012;2020;12072
006026;2019;495
006026;2020;478
046005;2019;31670
046005;2020;31543
096009;2019;329
096009;2020;316
084008;2019;2012
084008;2020;1984
015044;2019;6932
015044;2020;7028
001048;2019;5992
001048;2020;6011
103015;2019;1621
103015;2020;1593
096010;2019;1148
096010;2020;1149
004035;2019;596
004035;2020;593
042006;2019;7210
042006;2020;7242
005016;2019;439
005016;2020;412
016048;2019;603
016048;2020;598
058014;2019;439
058014;2020;418
042007;2019;2558
042007;2020;2550
003032;2019;10762
003032;2020;10809
043007;2019;6857
043007;2020;6692
065021;2019;7092
065021;2020;7073
061011;2019;1996
061011;2020;1989
080017;2019;753
080017;2020;726
006027;2019;743
006027;2020;731
030015;2019;1610
030015;2020;1583
019010;2019;1240
019010;2020;1233
024021;2019;11158
024021;2020;11190
084009;2019;6067
084009;2020;6008
004036;2019;185
010007;2019;5164
010007;2020;5136
065022;2019;16967
065022;2020;16952
027002;2019;7280
027002;2020;7247
058015;2019;11254
058015;2020;11215
053002;2019;2349
053002;2020;2344
019011;2019;671
019011;2020;672
035009;2019;5603
035009;2020;5639
078023;2019;1665
078023;2020;1619
108014;2019;2135
108014;2020;2144
035010;2019;5283
035010;2020;5272
054005;2019;2336
054005;2020;2371
002025;2019;235
002025;2020;231
048006;2019;45965
048006;2020;46122
075011;2019;10105
075011;2020;9982
096086;2019;505
096086;2020;492
024022;2019;1682
024022;2020;1682
049002;2019;12877
049002;2020;12792
001049;2019;1334
001049;2020;1339
013040;2019;1942
013040;2020;1940
022036;2019;724
022036;2020;716
067008;2019;6947
067008;2020;6833
080018;2019;4408
080018;2020;4409
066015;2019;797
066015;2020;784
021016;2019;2652
021016;2020;2667
010008;2019;2832
010008;2020;2815
049003;2019;4716
049003;2020;4691
028020;2019;5700
028020;2020;5657
021017;2019;5447
021017;2020;5487
070006;2019;48675
070006;2020;48337
084010;2019;9610
084010;2020;9444
081004;2019;11509
081004;2020;11393
070007;2019;622
070007;2020;622
028017;2019;14701
028017;2020;14779
022037;2019;1461
022037;2020;1501
059003;2019;581
059003;2020;576
070008;2019;2460
070008;2020;2430
014012;2019;931
014012;2020;930
028018;2019;2641
028018;2020;2621
082016;2019;473
082016;2020;467
082017;2019;7520
082017;2020;7553
109004;2019;1901
109004;2020;1929
082018;2019;1238
082018;2020;1207
030016;2019;7758
030016;2020;7740
085005;2019;2908
085005;2020;2832
036003;2019;8750
036003;2020;8696
062013;2019;999
062013;2020;995
060016;2019;1666
060016;2020;1649
062014;2019;1647
062014;2020;1598
070009;2019;856
070009;2020;831
027003;2019;10702
027003;2020;10761
024023;2019;805
030138;2019;1153
030138;2020;1139
076017;2019;772
076017;2020;755
070010;2019;7716
070010;2020;7746
010009;2019;6747
010009;2020;6699
027004;2019;13232
027004;2020;13238
065023;2019;378
065023;2020;366
082019;2019;3141
082019;2020;3086
046006;2019;2123
046006;2020;2107
008011;2019;5476
008011;2020;5491
043008;2019;524
043008;2020;515
087012;2019;5082
087012;2020;5049
028019;2019;11950
028019;2020;11978
063013;2019;5278
063013;2020;5190
036004;2019;3155
036004;2020;3199
018026;2019;1083
018026;2020;1078
066016;2019;496
066016;2020;484
037010;2019;1830
037010;2020;1842
022038;2019;1477
022038;2020;1481
004037;2019;5651
004037;2020;5600
025023;2019;1117
025023;2020;1096
058016;2019;4136
058016;2020;4130
029009;2019;2704
029009;2020;2667
022039;2019;1902
022039;2020;1898
076018;2019;1253
076018;2020;1213
061012;2019;5686
061012;2020;5685
029010;2019;885
029010;2020;871
071009;2019;2655
071009;2020;2631
096012;2019;7386
096012;2020;7304
001050;2019;1196
001050;2020;1176
018027;2019;1541
018027;2020;1501
028021;2019;2303
028021;2020;2295
064016;2019;1124
064016;2020;1101
080019;2019;406
080019;2020;415
001051;2019;5635
001051;2020;5645
015046;2019;12553
015046;2020;12535
005017;2019;10279
005017;2020;10271
056011;2019;2971
056011;2020;2984
093009;2019;6380
093009;2020;6370
018028;2019;103
084011;2019;34949
084011;2020;34697
089005;2019;6798
089005;2020;6737
056012;2019;5265
056012;2020;5206
001052;2019;279
001052;2020;274
066017;2019;971
066017;2020;961
078024;2019;694
078024;2020;678
065024;2019;1010
065024;2020;998
054006;2019;4290
054006;2020;4248
103016;2019;894
103016;2020;881
018029;2019;1366
018029;2020;1356
020008;2019;4360
020008;2020;4286
103017;2019;5109
103017;2020;5104
075012;2019;1677
075012;2020;1669
080020;2019;695
080020;2020;682
016049;2019;4318
016049;2020;4253
110004;2019;29348
110004;2020;28973
069010;2019;1312
069010;2020;1297
004038;2019;80
004038;2020;78
035018;2019;3722
035018;2020;3710
066018;2019;252
066018;2020;242
100001;2019;3093
100001;2020;3148
057009;2019;2580
057009;2020;2543
001053;2019;2628
001053;2020;2588
057010;2019;1640
057010;2020;1639
006028;2019;475
006028;2020;453
094005;2019;748
094005;2020;748
005018;2019;1011
005018;2020;985
012030;2019;4650
012030;2020;4679
058017;2019;332
058017;2020;340
041008;2019;2153
041008;2020;2112
001054;2019;586
001054;2020;594
013041;2019;39784
013041;2020;39790
067009;2019;1862
067009;2020;1827
013042;2019;5127
013042;2020;5146
027005;2019;11523
027005;2020;11476
033010;2019;4781
033010;2020;4822
065025;2019;23060
065025;2020;23135
082020;2019;11548
082020;2020;11548
053003;2019;3950
053003;2020;3885
050005;2019;6399
050005;2020;6382
046007;2019;45449
046007;2020;45497
058018;2019;10650
058018;2020;10644
019012;2019;2159
019012;2020;2166
066019;2019;880
066019;2020;866
013043;2019;5523
013043;2020;5533
102005;2019;955
102005;2020;957
066020;2019;5085
066020;2020;5022
066021;2019;649
066021;2020;635
083008;2019;2954
083008;2020;2891
016050;2019;1232
016050;2020;1202
017035;2019;2457
017035;2020;2446
083009;2019;13138
083009;2020;13133
056013;2019;1674
056013;2020;1671
061013;2019;10169
061013;2020;10159
049004;2019;3954
049004;2020;4018
051006;2019;5398
051006;2020;5363
108052;2019;5151
108052;2020;5155
066022;2019;210
066022;2020;207
064017;2019;3390
064017;2020;3362
092011;2019;22565
092011;2020;22477
017036;2019;353
017036;2020;349
066023;2019;574
066023;2020;558
019013;2019;545
019013;2020;546
019014;2019;405
019014;2020;419
026007;2019;4743
026007;2020;4715
068006;2019;3977
068006;2020;3995
094006;2019;868
094006;2020;841
048008;2019;7840
048008;2020;7856
049005;2019;402
049005;2020;391
019015;2019;2313
019015;2020;2313
056014;2019;6532
056014;2020;6448
058019;2019;332
058019;2020;315
075013;2019;2400
075013;2020;2386
056015;2019;5296
056015;2020;5261
004039;2019;97
004039;2020;93
051007;2019;1411
051007;2020;1401
103018;2019;166
103018;2020;170
063014;2019;7100
063014;2020;7080
083010;2019;4396
083010;2020;4400
022040;2019;589
022040;2020;587
017037;2019;4627
017037;2020;4581
006029;2019;1835
006029;2020;1828
016051;2019;8041
016051;2020;8118
061014;2019;1513
061014;2020;1509
001055;2019;2079
001055;2020;2067
064018;2019;2382
064018;2020;2334
005019;2019;309
005019;2020;316
096013;2019;191
096013;2020;185
016052;2019;3084
016052;2020;3078
023018;2019;8520
023018;2020;8576
017038;2019;9294
017038;2020;9328
031001;2019;1715
031001;2020;1644
061015;2019;18140
061015;2020;17970
072014;2019;15242
072014;2020;15322
080021;2019;488
080021;2020;478
079017;2019;1795
079017;2020;1779
004040;2019;6789
004040;2020;6804
004041;2019;3083
004041;2020;3051
068007;2019;1901
068007;2020;1892
022041;2019;1102
022041;2020;1081
071010;2019;6612
071010;2020;6576
066024;2019;84
066024;2020;85
010010;2019;3712
